name,rarity,power,toughness,types,type,supertypes,subtypes,setCode,loyalty,life,text,cardParts,colorIdentity,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceManaValue,faceName,keywords,manaCost,manaValue
Zephyr Winder,uncommon,2,1,Creature,Creature — Elemental,,Elemental,PIO,,,"Flying\nWhenever this creature deals combat damage to a player, untap up to one target creature.",,U,21266.0,0.12,,,,Flying,{1}{U},2.0
Boundary Lands Ranger,common,2,2,Creature,Creature — Human Ranger,,"Human, Ranger",PIO,,,"At the beginning of combat on your turn, if you control a creature with power 4 or greater, you may discard a card. If you do, draw a card.",,R,15761.0,,,,,,{1}{R},2.0
Monastery Swiftspear,uncommon,1,2,Creature,Creature — Human Monk,,"Human, Monk",PIO,,,"Haste\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",,R,6408.0,0.12,,,,"Haste, Prowess",{R},1.0
Scytheclaw Raptor,uncommon,4,3,Creature,Creature — Dinosaur,,Dinosaur,PIO,,,"Whenever a player casts a spell, if it's not their turn, this creature deals 4 damage to them.",,R,2755.0,0.3,,,,,{2}{R},3.0
Witch's Mark,common,,,Sorcery,Sorcery,,,PIO,,,"You may discard a card. If you do, draw two cards.\nCreate a Wicked Role token attached to up to one target creature you control. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1. When this token is put into a graveyard, each opponent loses 1 life.)",,R,3426.0,0.14,,,,Role token,{1}{R},2.0
Audacity,common,,,Enchantment,Enchantment — Aura,,Aura,PIO,,,"Enchant creature\nEnchanted creature gets +2/+0 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)\nWhen this Aura is put into a graveyard from the battlefield, draw a card.",,G,4020.0,0.02,,,,Enchant,{G},1.0
Gnarlback Rhino,common,4,4,Creature,Creature — Rhino,,Rhino,PIO,,,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)\nWhenever you cast a spell that targets this creature, draw a card.",,G,14003.0,0.09,,,,Trample,{2}{G}{G},4.0
Unflinching Courage,uncommon,,,Enchantment,Enchantment — Aura,,Aura,PIO,,,Enchant creature\nEnchanted creature gets +2/+2 and has trample and lifelink. (Damage dealt by the creature also causes its controller to gain that much life.),,"G, W",5836.0,,,,,Enchant,{1}{G}{W},3.0
Gate Colossus,uncommon,8,8,"Artifact, Creature",Artifact Creature — Construct,,Construct,PIO,,,"Affinity for Gates (This spell costs {1} less to cast for each Gate you control.)\nThis creature can't be blocked by creatures with power 2 or less.\nWhenever a Gate you control enters, you may put this card from your graveyard on top of your library.",,,8834.0,,,,,Affinity,{8},8.0
Azorius Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {W} or {U}.,,"U, W",1723.0,0.07,,,,,,0.0
Boros Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {R} or {W}.,,"R, W",1471.0,0.09,,,,,,0.0
Dimir Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {U} or {B}.,,"B, U",1413.0,0.02,,,,,,0.0
Evolving Wilds,common,,,Land,Land,,,PIO,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,16.0,,,,,,,0.0
Golgari Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {B} or {G}.,,"B, G",1223.0,0.15,,,,,,0.0
Gruul Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {R} or {G}.,,"G, R",1684.0,0.07,,,,,,0.0
Izzet Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {U} or {R}.,,"R, U",1397.0,0.06,,,,,,0.0
Maze's End,mythic,,,Land,Land,,,PIO,,,"This land enters tapped.\n{T}: Add {C}.\n{3}, {T}, Return this land to its owner's hand: Search your library for a Gate card, put it onto the battlefield, then shuffle. If you control ten or more Gates with different names, you win the game.",,,2539.0,0.6,,,,,,0.0
Orzhov Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {W} or {B}.,,"B, W",1578.0,0.07,,,,,,0.0
Rakdos Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {B} or {R}.,,"B, R",1665.0,,,,,,,0.0
Rogue's Passage,uncommon,,,Land,Land,,,PIO,,,"{T}: Add {C}.\n{4}, {T}: Target creature can't be blocked this turn.",,,20.0,0.33,,,,,,0.0
Selesnya Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {G} or {W}.,,"G, W",1650.0,,,,,,,0.0
Simic Guildgate,common,,,Land,Land — Gate,,Gate,PIO,,,This land enters tapped.\n{T}: Add {G} or {U}.,,"G, U",1146.0,0.11,,,,,,0.0
Moment of Triumph,common,,,Instant,Instant,,,RIX,,,Target creature gets +2/+2 until end of turn. You gain 2 life.,,W,17405.0,,,,,,{W},1.0
"Zetalpa, Primal Dawn",rare,4,8,Creature,Legendary Creature — Elder Dinosaur,Legendary,"Elder, Dinosaur",RIX,,,"Flying, double strike, vigilance, trample, indestructible",,W,1360.0,0.38,,,,"Double strike, Flying, Indestructible, Trample, Vigilance",{6}{W}{W},8.0
Kitesail Corsair,common,2,1,Creature,Creature — Human Pirate,,"Human, Pirate",RIX,,,This creature has flying as long as it's attacking.,,U,15306.0,0.12,,,,,{1}{U},2.0
Negate,common,,,Instant,Instant,,,RIX,,,Counter target noncreature spell.,,U,48.0,0.49,,,,,{1}{U},2.0
Moment of Craving,common,,,Instant,Instant,,,RIX,,,Target creature gets -2/-2 until end of turn. You gain 2 life.,,B,17003.0,,,,,,{1}{B},2.0
Brass's Bounty,rare,,,Sorcery,Sorcery,,,RIX,,,"For each land you control, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,R,1288.0,0.28,,,,Treasure,{6}{R},7.0
"Etali, Primal Storm",rare,6,6,Creature,Legendary Creature — Elder Dinosaur,Legendary,"Elder, Dinosaur",RIX,,,"Whenever Etali attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.",,R,248.0,0.82,,,,,{4}{R}{R},6.0
Fanatical Firebrand,common,1,1,Creature,Creature — Goblin Pirate,,"Goblin, Pirate",RIX,,,"Haste (This creature can attack and {T} as soon as it comes under your control.)\n{T}, Sacrifice this creature: It deals 1 damage to any target.",,R,8479.0,0.5,,,,Haste,{R},1.0
"Ghalta, Primal Hunger",rare,12,12,Creature,Legendary Creature — Elder Dinosaur,Legendary,"Elder, Dinosaur",RIX,,,"This spell costs {X} less to cast, where X is the total power of creatures you control.\nTrample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",,G,496.0,0.54,,,,Trample,{10}{G}{G},12.0
Thrashing Brontodon,uncommon,3,4,Creature,Creature — Dinosaur,,Dinosaur,RIX,,,"{1}, Sacrifice this creature: Destroy target artifact or enchantment.",,G,1943.0,0.22,,,,,{1}{G}{G},3.0
Gleaming Barrier,common,0,4,"Artifact, Creature",Artifact Creature — Wall,,Wall,RIX,,,"Defender\nWhen this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,,7859.0,0.44,,,,"Defender, Treasure",{2},2.0
Evolving Wilds,common,,,Land,Land,,,RIX,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,16.0,,,,,,,0.0
Plains,common,,,Land,Basic Land — Plains,Basic,Plains,RIX,,,({T}: Add {W}.),,W,,0.45,,,,,,0.0
Island,common,,,Land,Basic Land — Island,Basic,Island,RIX,,,({T}: Add {U}.),,U,,0.64,,,,,,0.0
Swamp,common,,,Land,Basic Land — Swamp,Basic,Swamp,RIX,,,({T}: Add {B}.),,B,,0.48,,,,,,0.0
Mountain,common,,,Land,Basic Land — Mountain,Basic,Mountain,RIX,,,({T}: Add {R}.),,R,,0.51,,,,,,0.0
Forest,common,,,Land,Basic Land — Forest,Basic,Forest,RIX,,,({T}: Add {G}.),,G,,0.38,,,,,,0.0
Swab Goblin,common,2,2,Creature,Creature — Goblin Pirate,,"Goblin, Pirate",RIX,,,,,R,23168.0,,,,,,{1}{R},2.0
Archway Angel,uncommon,3,4,Creature,Creature — Angel,,Angel,RNA,,,"Flying\nWhen this creature enters, you gain 2 life for each Gate you control.",,W,17637.0,,,,,Flying,{5}{W},6.0
Gateway Sneak,uncommon,1,3,Creature,Creature — Vedalken Rogue,,"Vedalken, Rogue",RNA,,,"Whenever a Gate you control enters, this creature can't be blocked this turn.\nWhenever this creature deals combat damage to a player, draw a card.",,U,12429.0,,,,,,{2}{U},3.0
Biogenic Upgrade,uncommon,,,Sorcery,Sorcery,,,RNA,,,"Distribute three +1/+1 counters among one, two, or three target creatures, then double the number of +1/+1 counters on each of those creatures.",,G,7942.0,0.08,,,,,{4}{G}{G},6.0
Mortify,uncommon,,,Instant,Instant,,,RNA,,,Destroy target creature or enchantment.,,"B, W",517.0,0.15,,,,,{1}{W}{B},3.0
Gate Colossus,uncommon,8,8,"Artifact, Creature",Artifact Creature — Construct,,Construct,RNA,,,"Affinity for Gates (This spell costs {1} less to cast for each Gate you control.)\nThis creature can't be blocked by creatures with power 2 or less.\nWhenever a Gate you control enters, you may put this card from your graveyard on top of your library.",,,8834.0,,,,,Affinity,{8},8.0
Azorius Guildgate,common,,,Land,Land — Gate,,Gate,RNA,,,This land enters tapped.\n{T}: Add {W} or {U}.,,"U, W",1723.0,0.07,,,,,,0.0
Gruul Guildgate,common,,,Land,Land — Gate,,Gate,RNA,,,This land enters tapped.\n{T}: Add {R} or {G}.,,"G, R",1684.0,0.07,,,,,,0.0
Orzhov Guildgate,common,,,Land,Land — Gate,,Gate,RNA,,,This land enters tapped.\n{T}: Add {W} or {B}.,,"B, W",1578.0,0.07,,,,,,0.0
Rakdos Guildgate,common,,,Land,Land — Gate,,Gate,RNA,,,This land enters tapped.\n{T}: Add {B} or {R}.,,"B, R",1665.0,,,,,,,0.0
Simic Guildgate,common,,,Land,Land — Gate,,Gate,RNA,,,This land enters tapped.\n{T}: Add {G} or {U}.,,"G, U",1146.0,0.11,,,,,,0.0
Plains,common,,,Land,Basic Land — Plains,Basic,Plains,RNA,,,({T}: Add {W}.),,W,,0.45,,,,,,0.0
Island,common,,,Land,Basic Land — Island,Basic,Island,RNA,,,({T}: Add {U}.),,U,,0.64,,,,,,0.0
Swamp,common,,,Land,Basic Land — Swamp,Basic,Swamp,RNA,,,({T}: Add {B}.),,B,,0.48,,,,,,0.0
Mountain,common,,,Land,Basic Land — Mountain,Basic,Mountain,RNA,,,({T}: Add {R}.),,R,,0.51,,,,,,0.0
Forest,common,,,Land,Basic Land — Forest,Basic,Forest,RNA,,,({T}: Add {G}.),,G,,0.38,,,,,,0.0
Imprisoned in the Moon,common,,,Enchantment,Enchantment — Aura,,Aura,SIR,,,"Enchant creature, land, or planeswalker\nEnchanted permanent is a colorless land with ""{T}: Add {C}"" and loses all other card types and abilities.",,U,757.0,0.97,,,,Enchant,{2}{U},3.0
Crow of Dark Tidings,common,2,1,Creature,Creature — Zombie Bird,,"Zombie, Bird",SIR,,,"Flying\nWhen this creature enters or dies, mill two cards. (Put the top two cards of your library into your graveyard.)",,B,11511.0,0.08,,,,"Flying, Mill",{2}{B},3.0
Dead Weight,common,,,Enchantment,Enchantment — Aura,,Aura,SIR,,,Enchant creature\nEnchanted creature gets -2/-2.,,B,12190.0,0.75,,,,Enchant,{B},1.0
Macabre Waltz,common,,,Sorcery,Sorcery,,,SIR,,,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",,B,6578.0,,,,,,{1}{B},2.0
Rabid Bite,common,,,Sorcery,Sorcery,,,SIR,,,Target creature you control deals damage equal to its power to target creature you don't control.,,G,6555.0,,,,,,{1}{G},2.0
Magnifying Glass,common,,,Artifact,Artifact,,,SIR,,,"{T}: Add {C}.\n{4}, {T}: Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,,7914.0,,,,,Investigate,{3},3.0
Plains,common,,,Land,Basic Land — Plains,Basic,Plains,SIR,,,({T}: Add {W}.),,W,,0.45,,,,,,0.0
Island,common,,,Land,Basic Land — Island,Basic,Island,SIR,,,({T}: Add {U}.),,U,,0.64,,,,,,0.0
Swamp,common,,,Land,Basic Land — Swamp,Basic,Swamp,SIR,,,({T}: Add {B}.),,B,,0.48,,,,,,0.0
Mountain,common,,,Land,Basic Land — Mountain,Basic,Mountain,SIR,,,({T}: Add {R}.),,R,,0.51,,,,,,0.0
Forest,common,,,Land,Basic Land — Forest,Basic,Forest,SIR,,,({T}: Add {G}.),,G,,0.38,,,,,,0.0
Evolving Wilds,common,,,Land,Land,,,SIS,,,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,,16.0,,,,,,,0.0
"Giada, Font of Hope",rare,2,2,Creature,Legendary Creature — Angel,Legendary,Angel,SNC,,,"Flying, vigilance\nEach other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control.\n{T}: Add {W}. Spend this mana only to cast an Angel spell.",,W,1669.0,0.49,,,,"Flying, Vigilance",{1}{W},2.0
Inspiring Overseer,common,2,1,Creature,Creature — Angel Cleric,,"Angel, Cleric",SNC,,,"Flying\nWhen this creature enters, you gain 1 life and draw a card.",,W,1490.0,0.2,,,,Flying,{2}{W},3.0
Disdainful Stroke,common,,,Instant,Instant,,,SNC,,,Counter target spell with mana value 4 or greater.,,U,2168.0,0.31,,,,,{1}{U},2.0
An Offer You Can't Refuse,uncommon,,,Instant,Instant,,,SNC,,,"Counter target noncreature spell. Its controller creates two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this token: Add one mana of any color."")",,U,50.0,0.7,,,,Treasure,{U},1.0
Witness Protection,common,,,Enchantment,Enchantment — Aura,,Aura,SNC,,,"Enchant creature\nEnchanted creature loses all abilities and is a green and white Citizen creature with base power and toughness 1/1 named Legitimate Businessperson. (It loses all other colors, card types, creature types, and names.)",,U,1973.0,0.48,,,,Enchant,{U},1.0
Fake Your Own Death,common,,,Instant,Instant,,,SNC,,,"Until end of turn, target creature gets +2/+0 and gains ""When this creature dies, return it to the battlefield tapped under its owner's control and you create a Treasure token."" (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,B,2047.0,0.13,,,,Treasure,{1}{B},2.0
Murder,common,,,Instant,Instant,,,SNC,,,Destroy target creature.,,B,770.0,0.12,,,,,{1}{B}{B},3.0
Involuntary Employment,uncommon,,,Sorcery,Sorcery,,,SNC,,,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,R,6534.0,0.23,,,,Treasure,{3}{R},4.0
Broken Wings,common,,,Instant,Instant,,,SNC,,,"Destroy target artifact, enchantment, or creature with flying.",,G,4148.0,0.12,,,,,{2}{G},3.0
Venom Connoisseur,uncommon,2,2,Creature,Creature — Human Druid,,"Human, Druid",SNC,,,"Alliance — Whenever another creature you control enters, this creature gains deathtouch until end of turn. If this is the second time this ability has resolved this turn, all creatures you control gain deathtouch until end of turn.",,G,11987.0,,,,,Alliance,{1}{G},2.0
Plains,common,,,Land,Basic Land — Plains,Basic,Plains,SNC,,,({T}: Add {W}.),,W,,0.45,,,,,,0.0
Island,common,,,Land,Basic Land — Island,Basic,Island,SNC,,,({T}: Add {U}.),,U,,0.64,,,,,,0.0
Swamp,common,,,Land,Basic Land — Swamp,Basic,Swamp,SNC,,,({T}: Add {B}.),,B,,0.48,,,,,,0.0
Mountain,common,,,Land,Basic Land — Mountain,Basic,Mountain,SNC,,,({T}: Add {R}.),,R,,0.51,,,,,,0.0
Forest,common,,,Land,Basic Land — Forest,Basic,Forest,SNC,,,({T}: Add {G}.),,G,,0.38,,,,,,0.0
Secluded Courtyard,mythic,,,Land,Land,,,SPG,,,"As this land enters, choose a creature type.\n{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type or activate an ability of a creature source of the chosen type.",,,206.0,0.02,,,,,,0.0
Day of Judgment,mythic,,,Sorcery,Sorcery,,,STA,,,Destroy all creatures.,,W,1993.0,0.55,,,,,{2}{W}{W},4.0
Negate,uncommon,,,Instant,Instant,,,STA,,,Counter target noncreature spell.,,U,48.0,0.49,,,,,{1}{U},2.0
Opt,uncommon,,,Instant,Instant,,,STA,,,Scry 1. (Look at the top card of your library. You may put that card on the bottom.)\nDraw a card.,,U,207.0,0.07,,,,Scry,{U},1.0
Duress,uncommon,,,Sorcery,Sorcery,,,STA,,,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",,B,3198.0,0.55,,,,,{B},1.0
Shock,uncommon,,,Instant,Instant,,,STA,,,Shock deals 2 damage to any target.,,R,2499.0,0.08,,,,,{R},1.0
Thrill of Possibility,uncommon,,,Instant,Instant,,,STA,,,"As an additional cost to cast this spell, discard a card.\nDraw two cards.",,R,202.0,0.03,,,,,{1}{R},2.0
Snakeskin Veil,uncommon,,,Instant,Instant,,,STA,,,Put a +1/+1 counter on target creature you control. It gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),,G,614.0,0.12,,,,,{G},1.0
Lightning Helix,rare,,,Instant,Instant,,,STA,,,Lightning Helix deals 3 damage to any target and you gain 3 life.,,"R, W",3947.0,0.06,,,,,{R}{W},2.0
Burrog Befuddler,common,2,1,Creature,Creature — Frog Wizard,,"Frog, Wizard",STX,,,"Flash (You may cast this spell any time you could cast an instant.)\nWhen this creature enters, target creature an opponent controls gets -1/-0 until end of turn.",,U,13464.0,,,,,Flash,{1}{U},2.0
Curate,common,,,Instant,Instant,,,STX,,,"Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)\nDraw a card.",,U,4059.0,0.13,,,,Surveil,{1}{U},2.0
Deadly Brew,uncommon,,,Sorcery,Sorcery,,,STX,,,"Each player sacrifices a creature or planeswalker of their choice. If you sacrificed a permanent this way, you may return another permanent card from your graveyard to your hand.",,"B, G",5524.0,0.11,,,,,{B}{G},2.0
Teach by Example,common,,,Instant,Instant,,,STX,,,"({U/R} can be paid with either {U} or {R}.)\nWhen you next cast an instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",,"R, U",7303.0,0.08,,,,,{U/R}{U/R},2.0
Campus Guide,common,2,1,"Artifact, Creature",Artifact Creature — Golem,,Golem,STX,,,"When this creature enters, you may search your library for a basic land card, reveal it, then shuffle and put that card on top.",,,12021.0,,,,,,{2},2.0
Plains,common,,,Land,Basic Land — Plains,Basic,Plains,STX,,,({T}: Add {W}.),,W,,0.45,,,,,,0.0
Island,common,,,Land,Basic Land — Island,Basic,Island,STX,,,({T}: Add {U}.),,U,,0.64,,,,,,0.0
Swamp,common,,,Land,Basic Land — Swamp,Basic,Swamp,STX,,,({T}: Add {B}.),,B,,0.48,,,,,,0.0
Mountain,common,,,Land,Basic Land — Mountain,Basic,Mountain,STX,,,({T}: Add {R}.),,R,,0.51,,,,,,0.0
Forest,common,,,Land,Basic Land — Forest,Basic,Forest,STX,,,({T}: Add {G}.),,G,,0.38,,,,,,0.0
"Ugin, Eye of the Storms",mythic,,,Planeswalker,Legendary Planeswalker — Ugin,Legendary,Ugin,TDM,7,,"When you cast this spell, exile up to one target permanent that's one or more colors.\nWhenever you cast a colorless spell, exile up to one target permanent that's one or more colors.\n[+2]: You gain 3 life and draw a card.\n[0]: Add {C}{C}{C}.\n[−11]: Search your library for any number of colorless nonland cards, exile them, then shuffle. Until end of turn, you may cast those cards without paying their mana costs.",,,6099.0,,,,,,{7},7.0
"Anafenza, Unyielding Lineage",rare,2,2,Creature,Legendary Creature — Spirit Soldier,Legendary,"Spirit, Soldier",TDM,,,"Flash\nFirst strike\nWhenever another nontoken creature you control dies, Anafenza endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)",,W,12301.0,,,,,"Endure, First strike, Flash",{2}{W},3.0
Arashin Sunshield,common,3,4,Creature,Creature — Human Warrior,,"Human, Warrior",TDM,,,"When this creature enters, exile up to two target cards from a single graveyard.\n{W}, {T}: Tap target creature.",,W,24034.0,,,,,,{3}{W},4.0
Bearer of Glory,common,2,1,Creature,Creature — Human Soldier,,"Human, Soldier",TDM,,,"During your turn, this creature has first strike.\n{4}{W}: Creatures you control get +1/+1 until end of turn.",,W,24026.0,,,,,,{1}{W},2.0
Clarion Conqueror,rare,3,3,Creature,Creature — Dragon,,Dragon,TDM,,,"Flying\nActivated abilities of artifacts, creatures, and planeswalkers can't be activated.",,W,10694.0,,,,,Flying,{2}{W},3.0
Coordinated Maneuver,common,,,Instant,Instant,,,TDM,,,Choose one —\n• Coordinated Maneuver deals damage equal to the number of creatures you control to target creature or planeswalker.\n• Destroy target enchantment.,,W,15005.0,,,,,,{1}{W},2.0
Dalkovan Packbeasts,uncommon,0,4,Creature,Creature — Ox,,Ox,TDM,,,"Vigilance\nMobilize 3 (Whenever this creature attacks, create three tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)",,W,10417.0,,,,,"Mobilize, Vigilance",{2}{W},3.0
Descendant of Storms,uncommon,2,1,Creature,Creature — Human Soldier,,"Human, Soldier",TDM,,,"Whenever this creature attacks, you may pay {1}{W}. If you do, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",,W,19888.0,,,,,Endure,{W},1.0
Dragonback Lancer,common,3,3,Creature,Creature — Human Soldier,,"Human, Soldier",TDM,,,"Flying\nMobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)",,W,15334.0,,,,,"Flying, Mobilize",{3}{W},4.0
Duty Beyond Death,uncommon,,,Instant,Instant,,,TDM,,,"As an additional cost to cast this spell, sacrifice a creature.\nCreatures you control gain indestructible until end of turn. Put a +1/+1 counter on each creature you control. (Damage and effects that say ""destroy"" don't destroy those creatures.)",,W,8018.0,,,,,,{1}{W},2.0
"Elspeth, Storm Slayer",mythic,,,Planeswalker,Legendary Planeswalker — Elspeth,Legendary,Elspeth,TDM,5,,"If one or more tokens would be created under your control, twice that many of those tokens are created instead.\n[+1]: Create a 1/1 white Soldier creature token.\n[0]: Put a +1/+1 counter on each creature you control. Those creatures gain flying until your next turn.\n[−3]: Destroy target creature an opponent controls with mana value 3 or greater.",,W,3208.0,,,,,,{3}{W}{W},5.0
Fortress Kin-Guard,common,1,2,Creature,Creature — Dog Soldier,,"Dog, Soldier",TDM,,,"When this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",,W,19201.0,,,,,Endure,{1}{W},2.0
Furious Forebear,uncommon,3,1,Creature,Creature — Spirit Warrior,,"Spirit, Warrior",TDM,,,"Whenever a creature you control dies while this card is in your graveyard, you may pay {1}{W}. If you do, return this card from your graveyard to your hand.",,W,24919.0,,,,,,{1}{W},2.0
Lightfoot Technique,common,,,Instant,Instant,,,TDM,,,"Put a +1/+1 counter on target creature. It gains flying and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,W,15152.0,,,,,,{1}{W},2.0
Loxodon Battle Priest,uncommon,3,5,Creature,Creature — Elephant Cleric,,"Elephant, Cleric",TDM,,,"At the beginning of combat on your turn, put a +1/+1 counter on another target creature you control.",,W,21701.0,,,,,,{4}{W},5.0
Mardu Devotee,common,1,2,Creature,Creature — Human Scout,,"Human, Scout",TDM,,,"When this creature enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)\n{1}: Add {R}, {W}, or {B}. Activate only once each turn.",,"B, R, W",17096.0,,,,,Scry,{W},1.0
Osseous Exhale,common,,,Instant,Instant,,,TDM,,,"As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)\nOsseous Exhale deals 5 damage to target attacking or blocking creature. If a Dragon was beheld, you gain 2 life.",,W,19345.0,,,,,Behold,{1}{W},2.0
Poised Practitioner,common,2,3,Creature,Creature — Human Monk,,"Human, Monk",TDM,,,"Flurry — Whenever you cast your second spell each turn, put a +1/+1 counter on this creature. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)",,W,21547.0,,,,,"Flurry, Scry",{2}{W},3.0
Rally the Monastery,uncommon,,,Instant,Instant,,,TDM,,,This spell costs {2} less to cast if you've cast another spell this turn.\nChoose one —\n• Create two 1/1 white Monk creature tokens with prowess.\n• Up to two target creatures you control each get +2/+2 until end of turn.\n• Destroy target creature with power 4 or greater.,,W,16434.0,,,,,,{3}{W},4.0
Rebellious Strike,common,,,Instant,Instant,,,TDM,,,Target creature gets +3/+0 until end of turn.\nDraw a card.,,W,15572.0,,,,,,{1}{W},2.0
Riling Dawnbreaker // Signaling Roar,common,3,4,Creature,Creature — Dragon,,Dragon,TDM,,,"Flying, vigilance\nAt the beginning of combat on your turn, another target creature you control gets +1/+0 until end of turn.",,W,17176.0,,5.0,5.0,Riling Dawnbreaker,"Flying, Vigilance",{4}{W},5.0
Riling Dawnbreaker // Signaling Roar,common,,,Sorcery,Sorcery — Omen,,Omen,TDM,,,Create a 2/2 white Soldier creature token. (Then shuffle this card into its owner's library.),,W,17176.0,,2.0,2.0,Signaling Roar,,{1}{W},5.0
Sage of the Skies,rare,2,3,Creature,Creature — Human Monk,,"Human, Monk",TDM,,,"When you cast this spell, if you've cast another spell this turn, copy this spell. (The copy becomes a token.)\nFlying, lifelink",,W,16533.0,,,,,"Flying, Lifelink",{2}{W},3.0
Salt Road Packbeast,common,4,3,Creature,Creature — Beast,,Beast,TDM,,,"This spell costs {1} less to cast for each creature you control.\nWhen this creature enters, draw a card.",,W,21787.0,,,,,,{5}{W},6.0
Smile at Death,mythic,,,Enchantment,Enchantment,,,TDM,,,"At the beginning of your upkeep, return up to two target creature cards with power 2 or less from your graveyard to the battlefield. Put a +1/+1 counter on each of those creatures.",,W,8530.0,,,,,,{3}{W}{W},5.0
Starry-Eyed Skyrider,uncommon,1,3,Creature,Creature — Human Scout,,"Human, Scout",TDM,,,"Flying\nWhenever this creature attacks, another target creature you control gains flying until end of turn.\nAttacking tokens you control have flying.",,W,12426.0,,,,,Flying,{2}{W},3.0
Static Snare,uncommon,,,Enchantment,Enchantment,,,TDM,,,"Flash\nThis spell costs {1} less to cast for each attacking creature.\nWhen this enchantment enters, exile target artifact or creature an opponent controls until this enchantment leaves the battlefield.",,W,18784.0,,,,,Flash,{4}{W},5.0
Stormbeacon Blade,uncommon,,,Artifact,Artifact — Equipment,,Equipment,TDM,,,"Equipped creature gets +3/+0.\nWhenever equipped creature attacks, draw a card if you control three or more attacking creatures.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,W,16524.0,,,,,Equip,{1}{W},2.0
Stormplain Detainment,common,,,Enchantment,Enchantment,,,TDM,,,"When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.",,W,18621.0,,,,,,{2}{W},3.0
Sunpearl Kirin,uncommon,2,1,Creature,Creature — Kirin,,Kirin,TDM,,,"Flash\nFlying\nWhen this creature enters, return up to one other target nonland permanent you control to its owner's hand. If it was a token, draw a card.",,W,17928.0,,,,,"Flash, Flying",{1}{W},2.0
Teeming Dragonstorm,uncommon,,,Enchantment,Enchantment,,,TDM,,,"When this enchantment enters, create two 2/2 white Soldier creature tokens.\nWhen a Dragon you control enters, return this enchantment to its owner's hand.",,W,19474.0,,,,,,{3}{W},4.0
